City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
37,flying fish cove,-10.4217,105.6791,23.82,88,100,5.66,CX,1695928540
38,edinburgh of the seven seas,-37.0676,-12.3116,11.02,57,100,9.27,SH,1695928442
39,punta arenas,-53.15,-70.9167,11.06,50,40,7.2,CL,1695928280
40,atafu village,-8.5421,-172.5159,28.32,78,80,7.56,TK,1695928440
41,xingcheng,40.6167,120.7167,16.46,48,55,3.2,CN,1695928864
42,palikir - national government center,6.9248,158.1611,24.41,100,20,1.54,FM,1695928864
43,ma'rib,15.4591,45.3253,26.6,16,37,1.83,YE,1695928865
44,salalah,17.0151,54.0924,27.05,78,0,1.03,OM,1695928865
45,sao jose da coroa grande,-8.8978,-35.1478,26.73,65,36,4.41,BR,1695928865
46,hermanus,-34.4187,19.2345,17.76,63,100,2.09,ZA,1695928464
47,mocimboa,-11.3167,40.35,23.79,88,8,3.05,MZ,1695928866
48,cockburn town,21.4612,-71.1419,29.19,74,2,5.67,TC,1695928790
49,vilyuchinsk,52.9306,158.4028,0.15,71,29,2.96,RU,1695928460
50,machico,32.7,-16.7667,24.35,71,20,3.09,PT,1695928867
51,betio village,1.358,172.9211,25.02,84,100,4.59,KI,1695928867
52,ghadamis,30.1337,9.5007,25.79,33,0,4.14,LY,1695928550
53,bamboo flat,11.7,92.7167,25.5,90,100,10.23,IN,1695928730
54,invercargill,-46.4,168.35,7.79,91,100,3.58,NZ,1695928454
55,kaa-khem,51.6833,94.7333,5.84,72,98,1.93,RU,1695928870
56,vernon,50.2581,-119.2691,17.01,49,92,1.79,CA,1695928512
57,gadzhiyevo,69.2551,33.3362,8.83,90,100,3.31,RU,1695928485
58,jamestown,42.097,-79.2353,18.77,59,100,2.06,US,1695928407
59,nuuk,64.1835,-51.7216,3.34,93,75,2.57,GL,1695928524
60,urbano santos,-3.2078,-43.4036,36.24,31,39,4.96,BR,1695928579
61,puerto natales,-51.7236,-72.4875,8.42,62,40,4.13,CL,1695928435
62,mutuali,-14.8706,37.0044,26.92,40,57,1.96,MZ,1695928872
63,papao,-17.75,-149.55,26.82,85,5,9.55,PF,1695928872
64,jejuri,18.2833,74.1667,24.39,81,100,3.17,IN,1695928873
65,abepura,-2.6333,140.5833,24.45,83,20,0.0,ID,1695928873
66,iqaluit,63.7506,-68.5145,1.85,74,75,4.63,CA,1695928448
67,kone,-21.0595,164.8658,15.75,86,5,2.18,NC,1695928540
68,bekalta,35.6174,10.9947,25.01,69,7,4.73,TN,1695928874
69,punta del este,-34.9667,-54.95,21.06,76,20,4.02,UY,1695928874
70,panaba,21.2833,-88.2667,33.55,52,61,3.27,MX,1695928874
71,conway,35.0887,-92.4421,35.68,41,0,2.57,US,1695928874
72,bredasdorp,-34.5322,20.0403,13.6,85,97,1.16,ZA,1695928441
73,nuku'alofa,-21.1333,-175.2,22.19,88,75,5.14,TO,1695928451
74,pimentel,-6.8367,-79.9342,25.16,61,0,9.26,PE,1695928580
75,petauke,-14.2426,31.3253,27.97,32,8,4.96,ZM,1695928875
76,touros,-5.1989,-35.4608,27.04,66,74,5.53,BR,1695928876
77,bethel,41.3712,-73.414,19.68,70,100,3.6,US,1695928416
78,juneau,58.3019,-134.4197,11.0,91,100,2.57,US,1695928844
79,callao,-12.0667,-77.15,24.84,73,75,5.14,PE,1695928876
80,hawaiian paradise park,19.5933,-154.9731,26.73,87,75,3.09,US,1695928530
81,greenville,35.6127,-77.3663,22.09,89,100,4.63,US,1695928692
82,aykhal,66.0,111.5,-4.42,56,75,1.26,RU,1695928523
83,tolanaro,-25.0319,46.9987,21.88,81,0,8.32,MG,1695928398
84,ibiruba,-28.6275,-53.0897,21.07,66,0,4.41,BR,1695928877
85,santiago,-33.4569,-70.6483,21.44,43,75,5.14,CL,1695928690
86,itamaraca,-7.7478,-34.8256,28.03,64,99,3.57,BR,1695928878
87,lihue,21.9789,-159.3672,27.58,74,75,4.63,US,1695928508
88,ta`u,-14.2336,-169.5144,26.57,81,13,5.26,AS,1695928878
89,port mathurin,-19.6833,63.4167,22.55,80,64,10.81,MU,1695928444
90,shantobe,52.4581,68.1839,8.09,78,13,2.1,KZ,1695928879
91,vegreville,53.5001,-112.0518,17.39,39,10,1.54,CA,1695928879
92,rabaul,-4.1967,152.1721,25.64,85,100,6.04,PG,1695928879
93,whitehorse,60.7161,-135.0538,7.28,95,75,2.06,CA,1695928428
94,mokhsogollokh,61.4681,128.9203,4.94,78,100,1.5,RU,1695928880
95,gisborne,-38.6533,178.0042,9.18,70,20,6.81,NZ,1695928880
96,shingu,33.7333,135.9833,22.9,86,0,2.35,JP,1695928584
97,rongelap,11.1635,166.8941,28.85,77,100,5.76,MH,1695928878
98,bac lieu,9.285,105.7244,25.58,87,100,1.77,VN,1695928881
99,ola,59.5833,151.2833,3.97,91,82,2.67,RU,1695928544
100,kodiak,57.79,-152.4072,5.73,70,0,1.54,US,1695928238
101,georgetown,5.4112,100.3354,27.96,87,20,1.54,MY,1695928449
102,ulsteinvik,62.3432,5.8487,15.55,88,99,6.71,NO,1695928543
103,galesong,-5.3166,119.3661,22.01,54,34,2.52,ID,1695928882
104,pitimbu,-7.4706,-34.8086,28.33,66,97,4.23,BR,1695928882
105,ilulissat,69.2167,-51.1,3.01,75,75,0.0,GL,1695928442
106,carbonear,47.7332,-53.2148,13.67,69,14,6.75,CA,1695928883
107,vinales,22.6164,-83.7078,31.15,60,98,1.51,CU,1695928883
108,san jose de feliciano,-30.3845,-58.7517,20.77,44,0,4.6,AR,1695928883
109,cidreira,-30.1811,-50.2056,18.08,74,0,7.63,BR,1695928883
110,zhosaly,45.4878,64.0781,17.01,35,100,3.33,KZ,1695928884
111,port elizabeth,-33.918,25.5701,17.83,90,40,5.14,ZA,1695928388
112,mwene-ditu,-7.0,23.45,19.32,93,100,0.82,CD,1695928884
113,tyuratam,45.6507,63.3156,17.53,35,100,3.22,KZ,1695928884
114,hamilton,39.1834,-84.5333,22.77,83,100,2.57,US,1695928464
115,eno,62.8051,30.1542,9.16,95,100,1.11,FI,1695928885
116,lompoc,34.6391,-120.4579,25.56,71,20,4.63,US,1695928560
117,azadshahr,34.7909,48.5707,15.27,25,0,1.03,IR,1695928885
118,camalu,30.85,-116.0667,24.25,63,18,3.12,MX,1695928886
119,happy valley-goose bay,53.3168,-60.3315,20.17,19,20,2.57,CA,1695928510
120,petropavlovsk-kamchatsky,53.0452,158.6483,-0.67,93,0,2.0,RU,1695928474
121,kapa'a,22.0752,-159.319,27.99,74,75,4.63,US,1695928475
122,ushuaia,-54.8,-68.3,9.79,53,0,7.2,AR,1695928457
123,iskateley,67.6803,53.1512,1.42,80,48,5.15,RU,1695928391
124,berezovyy,51.6667,135.7,5.95,92,58,1.65,RU,1695928887
125,bardai,11.65,7.2333,21.75,81,100,5.4,NG,1695928887
126,san jose del guaviare,2.5729,-72.6459,32.52,56,85,1.02,CO,1695928888
127,rio grande,-32.035,-52.0986,21.06,69,0,7.76,BR,1695928469
128,mount isa,-20.7333,139.5,21.87,30,5,2.06,AU,1695928465
129,chibougamau,49.9168,-74.3659,19.79,37,0,1.54,CA,1695928639
130,puerto aysen,-45.4,-72.7,7.88,94,94,1.63,CL,1695928889
131,fort st. john,56.2499,-120.8529,7.94,93,100,2.06,CA,1695928447
132,luderitz,-26.6481,15.1594,15.41,72,33,4.59,NA,1695928491
133,fomboni,-12.28,43.7425,25.58,79,0,2.63,KM,1695928890
134,nephi,39.7102,-111.8363,26.45,14,49,4.78,US,1695928891
135,ancud,-41.8697,-73.8203,9.83,62,96,3.14,CL,1695928585
136,grand baie,-20.0182,57.5802,23.26,71,10,0.45,MU,1695928893
137,mazamari,-11.3258,-74.5308,36.25,36,83,0.67,PE,1695928893
138,tsiombe,-25.3,45.4833,22.34,69,0,3.77,MG,1695928894
139,damaturu,11.747,11.9608,28.01,56,100,4.83,NG,1695928894
140,tommot,58.9564,126.2925,1.97,82,85,0.94,RU,1695928894
141,west island,-12.1568,96.8225,24.99,78,100,7.2,CC,1695928451
142,naze,28.3667,129.4833,25.51,81,2,3.78,JP,1695928895
143,utrik,11.2278,169.8474,28.71,78,96,7.29,MH,1695928450
144,jianguang,28.1938,115.7836,23.69,89,2,1.7,CN,1695928895
145,anadyr,64.75,177.4833,3.28,100,75,2.0,RU,1695928485
146,udachny,66.4167,112.4,-3.64,62,19,2.03,RU,1695928461
147,akola,20.7333,77.0,26.55,78,100,2.05,IN,1695928742
148,issia,6.4922,-6.5856,24.48,91,3,1.63,CI,1695928896
149,al kharijah,25.4514,30.5464,35.53,8,89,4.99,EG,1695928513
150,margaret river,-33.95,115.0667,12.06,86,3,3.04,AU,1695928446
151,shimla,31.1,77.1667,13.51,83,0,2.22,IN,1695928897
152,labrador city,52.9463,-66.9114,17.95,48,20,3.6,CA,1695928549
153,cromwell,41.5951,-72.6454,22.53,65,75,0.45,US,1695928898
154,kapit,2.0167,112.9333,23.94,99,100,0.25,MY,1695928898
155,chonchi,-42.6128,-73.8092,10.56,56,100,2.19,CL,1695928493
156,enewetak,11.3474,162.3373,28.71,77,82,4.3,MH,1695928438
157,san fernando de apure,7.8878,-67.4724,33.81,55,72,1.43,VE,1695928899
158,constantia,44.1833,28.65,21.5,52,86,5.27,RO,1695928490
159,pacasmayo,-7.4006,-79.5714,22.18,74,31,7.34,PE,1695928899
160,fig tree,-33.0317,148.7511,11.0,71,0,1.14,AU,1695928900
161,dunedin,-45.8742,170.5036,5.69,68,48,3.33,NZ,1695928543
162,tiksi,71.6872,128.8694,-1.68,88,100,8.99,RU,1695928441
163,vorgashor,67.5833,63.95,-1.57,86,26,5.72,RU,1695928478
164,petawawa,45.9001,-77.3328,19.88,51,75,1.03,CA,1695928901
165,sanctuary point,-35.1114,150.629,14.07,83,1,2.58,AU,1695928901
166,kulhudhuffushi,6.6221,73.07,28.24,78,100,7.42,MV,1695928901
167,saint-joseph,-21.3667,55.6167,21.21,74,72,5.11,RE,1695928901
168,tazovsky,67.4667,78.7,0.18,93,100,6.97,RU,1695928490
169,isafjordur,66.0755,-23.124,6.02,70,100,7.72,IS,1695928470
170,qaqortoq,60.7167,-46.0333,3.07,87,100,3.15,GL,1695928463
171,mae ramat,16.984,98.5166,23.44,99,100,0.51,TH,1695928902
172,port moresby,-9.4431,147.1797,24.68,83,40,5.14,PG,1695928902
173,haiku-pauwela,20.9219,-156.3051,28.43,57,0,3.09,US,1695928494
174,saint-pierre,-21.3393,55.4781,21.82,73,0,6.17,RE,1695928903
175,camana,-16.6228,-72.7111,19.95,77,78,4.78,PE,1695928903
176,huarmey,-10.0681,-78.1522,21.66,79,67,4.99,PE,1695928904
177,geidam,12.897,11.9304,34.83,23,36,6.06,NG,1695928904
178,susuman,62.7833,148.1667,-0.66,97,81,2.62,RU,1695928535
179,minas de marcona,-15.2119,-75.1103,18.02,64,20,8.48,PE,1695928904
180,archangelos,36.2149,28.1149,22.99,71,0,2.14,GR,1695928905
181,laguna,38.421,-121.4238,28.05,45,0,5.66,US,1695928471
182,ribeira grande,38.5167,-28.7,21.54,88,75,2.57,PT,1695928444
183,kargasok,59.0556,80.8572,6.54,90,100,2.01,RU,1695928549
184,bilibino,68.0546,166.4372,-3.75,97,100,0.65,RU,1695928445
185,nebbi,2.4783,31.0889,21.03,81,0,2.76,UG,1695928906
186,qujing,25.4833,103.7833,14.69,96,100,1.26,CN,1695928906
187,usinsk,65.9939,57.5281,4.48,87,100,7.41,RU,1695928906
188,puquio,-14.7,-74.1333,19.78,35,46,5.71,PE,1695928906
189,badger,64.8,-147.5333,2.21,82,20,2.57,US,1695928537
190,kirensk,57.7853,108.1119,5.87,86,100,0.56,RU,1695928576
191,san miguel siguila,14.9,-91.6167,21.44,60,75,2.57,GT,1695928907
192,itoman,26.1247,127.6694,27.43,92,75,4.63,JP,1695928907
193,sault ste. marie,46.5168,-84.3333,21.16,37,0,6.17,CA,1695928632
194,guerrero negro,27.9769,-114.0611,23.98,58,1,5.33,MX,1695928908
195,vorkuta,67.5,64.0,-1.28,84,29,5.73,RU,1695928466
196,danville,36.586,-79.395,22.46,58,0,3.6,US,1695928631
197,nemuro,43.3236,145.575,15.71,86,98,7.21,JP,1695928452
198,ilhabela,-23.7781,-45.3581,21.51,66,54,4.17,BR,1695928909
199,seydisehir,37.4193,31.8453,15.28,64,0,2.08,TR,1695928909
200,springfield,37.2153,-93.2982,31.62,52,0,3.09,US,1695928834
201,nkhotakota,-12.9274,34.2961,25.59,59,62,1.85,MW,1695928909
202,zambezi,-13.5432,23.1047,24.46,40,71,2.22,ZM,1695928585
203,nakamura,32.9833,132.9333,20.54,93,7,2.09,JP,1695928910
204,trujillo,-8.116,-79.03,20.98,78,69,5.66,PE,1695928641
205,myrina,39.8797,25.0742,20.58,83,20,4.63,GR,1695928911
206,sretensk,52.2453,117.7093,5.79,71,85,0.24,RU,1695928911
207,ayorou,14.7308,0.9174,37.74,19,31,4.43,NE,1695928911
208,necochea,-38.5473,-58.7368,19.37,57,100,5.45,AR,1695928461
209,lebu,-37.6167,-73.65,11.83,73,0,10.69,CL,1695928482
210,westport,41.1415,-73.3579,20.53,71,100,4.63,US,1695928653
211,tomakomai,42.6369,141.6033,14.84,94,100,1.03,JP,1695928912
212,lucapa,-8.4192,20.7447,24.38,63,100,0.84,AO,1695928912
213,meadow lake,34.8014,-106.5436,30.37,21,76,4.0,US,1695928912
214,santo angelo,-28.2992,-54.2631,24.18,50,40,6.17,BR,1695928913
215,vadso,70.0744,29.7487,9.49,100,100,1.54,NO,1695928488
216,olonkinbyen,70.9221,-8.7187,3.34,88,93,7.96,SJ,1695928437
217,guane,22.2025,-84.0875,31.94,57,100,3.08,CU,1695928913
218,skeldon,5.8833,-57.1333,32.39,56,100,4.05,GY,1695928914
219,beira,-19.8436,34.8389,25.05,83,40,6.69,MZ,1695928492
220,hithadhoo,-0.6,73.0833,27.87,76,37,6.21,MV,1695928447
221,shitanjing,39.2342,106.3439,11.29,17,58,3.05,CN,1695928916
222,olyokminsk,60.3736,120.4264,4.85,78,100,0.77,RU,1695928916
223,jerantut,3.936,102.3626,24.66,91,41,0.57,MY,1695928916
224,tofol,5.3248,163.0078,28.75,71,100,2.49,FM,1695928479
225,chui,-33.6971,-53.4616,17.07,68,55,5.39,UY,1695928917
226,miri,4.4148,114.0089,26.08,83,40,2.06,MY,1695928917
227,villa gesell,-37.2639,-56.973,18.92,50,100,4.86,AR,1695928917
228,kandahar,31.0,65.75,17.04,23,0,4.2,AF,1695928918
229,arar,30.9753,41.0381,32.01,10,0,4.12,SA,1695928729
230,tindouf,27.6711,-8.1474,35.25,14,0,6.17,DZ,1695928892
231,port hueneme,34.1478,-119.1951,27.99,69,75,5.14,US,1695928918
232,durango,24.8333,-104.8333,26.16,24,0,3.3,MX,1695928918
233,pemangkat,1.1667,108.9667,26.12,87,100,2.02,ID,1695928919
234,okigwe,5.8352,7.3599,23.79,94,100,2.84,NG,1695928919
235,vanimo,-2.6741,141.3028,25.08,90,100,3.21,PG,1695928919
236,dampit,-8.2116,112.7493,20.15,94,41,1.34,ID,1695928919
237,salem,11.65,78.1667,23.17,98,100,2.19,IN,1695928845
238,la passe,45.5549,-0.8967,23.13,79,0,3.39,FR,1695928512
239,puerto ayacucho,5.6639,-67.6236,34.25,50,17,2.14,VE,1695928920
240,prineville,44.2999,-120.8345,16.73,53,0,3.09,US,1695928920
241,port alfred,-33.5906,26.891,16.77,90,1,3.99,ZA,1695928511
242,ataq,14.5377,46.8319,26.18,54,8,2.53,YE,1695928921
243,mount gambier,-37.8333,140.7667,5.95,57,5,2.63,AU,1695928456
244,coahuayana de hidalgo,18.7,-103.6583,31.51,70,59,2.7,MX,1695928921
245,ciudad lazaro cardenas,17.9583,-102.2,31.07,69,43,3.29,MX,1695928922
246,maridi,4.9158,29.4742,21.9,85,0,1.91,SS,1695928922
247,talnakh,69.4865,88.3972,-0.44,96,100,5.8,RU,1695928558
248,nyurba,63.2842,118.3319,-0.47,75,16,2.05,RU,1695928469
249,lethem,3.3803,-59.7968,36.51,36,91,1.74,GY,1695928577
250,leningradskaya,46.3214,39.3877,21.06,31,0,7.17,RU,1695928706
251,kiunga,-6.1219,141.2906,22.67,99,100,1.02,PG,1695928540
252,shobara,34.85,133.0167,16.91,98,24,1.3,JP,1695928923
253,purranque,-40.9167,-73.1667,11.63,62,99,2.74,CL,1695928924
254,coquimbo,-29.9533,-71.3436,16.85,63,40,4.12,CL,1695928904
255,al jawf,29.5,38.75,28.35,20,4,3.8,SA,1695928482
256,mermoz boabab,14.7065,-17.4758,28.31,76,100,4.39,SN,1695928924
257,graaff-reinet,-32.2522,24.5308,19.15,47,0,0.68,ZA,1695928925
258,sydney,-33.8679,151.2073,14.84,89,0,2.57,AU,1695928663
259,jincheng,35.5022,112.8328,15.03,69,10,1.72,CN,1695928925
260,menongue,-14.6585,17.691,22.26,26,50,0.49,AO,1695928925
261,nar'yan-mar,67.6713,53.087,1.5,80,47,5.23,RU,1695928534
262,el calafate,-50.3408,-72.2768,6.22,63,7,2.62,AR,1695928926
263,holualoa,19.6228,-155.9522,25.99,71,0,3.6,US,1695928561
264,eforie sud,44.0229,28.6494,21.56,56,97,4.9,RO,1695928926
265,alfenas,-21.4292,-45.9472,34.34,21,5,6.42,BR,1695928926
266,salahonda,2.1019,-78.7217,25.5,87,100,2.68,CO,1695928927
267,puerto baquerizo moreno,-0.9,-89.6,23.55,94,75,5.14,EC,1695928574
268,mount pearl,47.5166,-52.7813,13.86,74,75,6.17,CA,1695928511
269,newman,37.3138,-121.0208,26.14,41,7,4.92,US,1695928486
270,borba,-4.3878,-59.5939,38.03,31,92,2.37,BR,1695928928
271,toba,34.4833,136.85,25.0,76,0,2.24,JP,1695928928
272,merizo village,13.2658,144.6691,26.31,96,97,6.86,GU,1695928528
273,qarah zia' od din,38.8915,45.0255,18.48,36,0,0.54,IR,1695928928
274,tabou,4.423,-7.3528,25.51,89,11,3.6,CI,1695928517
275,remire-montjoly,4.9167,-52.2667,32.02,58,40,6.69,GF,1695928929
276,dzhalagash,45.0833,64.6667,15.6,38,99,3.28,KZ,1695928929
277,pimenta bueno,-11.6725,-61.1936,38.86,26,99,2.05,BR,1695928929
278,revda,56.801,59.9303,10.62,72,100,2.92,RU,1695928930
279,axim,4.8699,-2.2405,25.49,90,14,3.42,GH,1695928930
280,paracuru,-3.41,-39.0306,27.28,61,24,5.11,BR,1695928930
281,atasu,48.6814,71.6433,13.06,59,100,2.75,KZ,1695928930
282,sao tome,0.3365,6.7273,25.97,84,96,4.39,ST,1695928510
283,enriquillo,17.9,-71.2333,32.82,62,49,4.55,DO,1695928931
284,nehe,48.4833,124.8333,8.48,80,10,1.56,CN,1695928931
285,port augusta,-32.5,137.7667,12.91,51,0,1.15,AU,1695928757
286,anloga,5.7947,0.8973,26.76,86,73,5.72,GH,1695928932
287,port blair,11.6667,92.75,25.57,90,100,10.33,IN,1695928932
288,portland,45.5234,-122.6762,18.62,79,75,2.24,US,1695928819
289,pacific grove,36.6177,-121.9166,24.66,74,0,4.47,US,1695928539
290,chayan,43.0297,69.3772,16.74,37,18,2.56,KZ,1695928932
291,east london,-33.0153,27.9116,17.62,81,16,2.01,ZA,1695928461
292,hovsan,40.3744,50.0853,19.07,82,0,1.03,AZ,1695928933
293,weno,7.4515,151.8468,27.97,89,100,3.6,FM,1695928535
294,hassi messaoud,31.6804,6.0729,27.92,36,0,2.06,DZ,1695928934
295,gummi,12.1436,5.1081,29.74,64,100,3.31,NG,1695928934
296,hualien city,23.9769,121.6044,26.56,77,0,2.6,TW,1695928934
297,mahebourg,-20.4081,57.7,23.16,78,40,3.6,MU,1695928935
298,katsuren-haebaru,26.3369,127.8719,27.43,96,75,1.54,JP,1695928935
299,isla mujeres,21.2311,-86.731,27.03,75,96,2.76,MX,1695928935
300,sablayan,12.8346,120.769,26.84,82,97,1.06,PH,1695928935
301,tinambac,13.8164,123.3261,25.97,91,20,0.98,PH,1695928936
302,dudinka,69.4058,86.1778,-0.21,98,100,7.45,RU,1695928452
303,blythe,33.6103,-114.5964,34.25,18,0,4.12,US,1695928936
304,hasaki,35.7333,140.8333,24.22,79,0,6.89,JP,1695928475
305,wainwright,52.839,-110.8572,17.19,36,0,4.26,CA,1695928824
306,shanwei,22.782,115.3475,27.12,79,8,4.2,CN,1695928937
307,nova sintra,14.8667,-24.7167,24.39,80,56,3.91,CV,1695928495
308,new norfolk,-42.7826,147.0587,13.72,83,100,4.15,AU,1695928940
309,padang,-0.9492,100.3543,25.03,89,57,1.34,ID,1695928940
310,broken hill,-31.95,141.4333,13.89,42,0,2.94,AU,1695928940
311,arraial do cabo,-22.9661,-42.0278,22.92,68,75,7.72,BR,1695928538
312,kingston,17.997,-76.7936,32.53,70,20,6.17,JM,1695928365
313,alesund,62.4723,6.1549,15.56,82,75,9.26,NO,1695928941
314,taoudenni,22.6783,-3.9836,39.67,9,42,6.45,ML,1695928548
315,armacao de buzios,-22.7469,-41.8817,24.03,75,52,10.41,BR,1695928737
316,broome,42.2506,-75.833,21.86,56,0,5.14,US,1695928482
317,darnah,32.767,22.6367,24.23,72,0,4.67,LY,1695928942
318,afaahiti,-17.75,-149.2833,25.93,86,16,8.15,PF,1695928474
319,praia da vitoria,38.7333,-27.0667,20.98,100,75,5.07,PT,1695928498
320,codrington,-38.2667,141.9667,6.19,57,38,4.19,AU,1695928441
321,phan rang-thap cham,11.5667,108.9833,25.76,77,100,1.51,VN,1695928943
322,umba,66.6871,34.3429,9.93,99,100,1.33,RU,1695928943
323,trincomalee,8.5711,81.2335,27.43,75,100,9.21,LK,1695928452
324,mejit,10.2753,170.8646,28.57,79,96,7.7,MH,1695928499
325,klyuchi,52.2667,79.1667,10.66,67,100,1.77,RU,1695928475
326,hammerfest,70.6634,23.6821,9.25,87,75,5.66,NO,1695928283
327,kenai,60.5544,-151.2583,7.3,74,0,0.0,US,1695928944
328,fort bragg,35.139,-79.006,25.36,64,40,3.13,US,1695928944
329,cabo san lucas,22.8909,-109.9124,36.45,63,20,4.12,MX,1695928452
330,uturoa,-16.7333,-151.4333,25.31,80,6,7.81,PF,1695928472
331,crane,31.3974,-102.3501,32.55,31,3,7.16,US,1695928531
332,ordubad,38.9059,46.0234,18.65,52,1,3.58,AZ,1695928945
333,letlhakeng,-24.0944,25.0298,18.67,44,0,4.41,BW,1695928945
334,bakanas,44.8081,76.2772,18.68,35,80,1.21,KZ,1695928946
335,geraldton,-28.7667,114.6,17.23,94,100,2.57,AU,1695928478
336,kiruna,67.8557,20.2251,7.51,87,0,4.63,SE,1695928946
337,rabo de peixe,37.8,-25.5833,24.43,99,40,5.66,PT,1695928946
338,san jeronimo de juarez,17.1333,-100.4667,32.09,64,3,3.92,MX,1695928947
339,kudahuvadhoo,2.6708,72.8944,27.56,79,30,4.9,MV,1695928831
340,claveria,18.6074,121.0832,26.39,87,20,2.13,PH,1695928947
341,walvis bay,-22.9575,14.5053,13.53,88,27,1.54,NA,1695928947
342,torghay,49.6339,63.4981,14.54,50,73,4.37,KZ,1695928948
343,san antonio de pale,-1.4014,5.6325,24.76,84,100,5.36,GQ,1695928948
344,banda aceh,5.5577,95.3222,26.49,83,100,5.45,ID,1695928579
345,dryden,49.7833,-92.7503,16.16,77,100,6.69,CA,1695928948
346,kamaishi,39.2667,141.8833,18.31,89,20,2.0,JP,1695928443
347,nelson bay,-32.7167,152.15,14.44,98,10,1.79,AU,1695928783
348,pasni,25.2631,63.471,30.26,35,0,5.26,PK,1695928949
349,columbia,34.0007,-81.0348,23.95,66,100,2.57,US,1695928893
350,shiyan,32.6475,110.7781,16.69,98,100,0.47,CN,1695928949
351,nizao,18.25,-70.2,34.04,68,92,5.83,DO,1695928950
352,ust'-ilimsk,58.0006,102.6619,5.13,86,97,1.53,RU,1695928950
353,bandipura,34.4167,74.65,13.96,48,2,2.0,IN,1695928950
354,alice springs,-23.7,133.8833,16.75,39,100,4.12,AU,1695928951
355,hirara,24.8,125.2833,26.92,100,75,7.2,JP,1695928951
356,green valley,31.8543,-110.9937,36.91,20,65,7.09,US,1695928951
357,tanumah,27.1,44.1333,30.27,11,0,3.47,SA,1695928694
358,souillac,-20.5167,57.5167,23.21,78,40,3.6,MU,1695928952
359,dolinsk,47.35,142.8,13.66,97,100,3.18,RU,1695928952
360,kununurra,-15.7667,128.7333,21.99,64,100,1.54,AU,1695928328
361,linxia chengguanzhen,35.6003,103.2064,11.62,77,100,2.46,CN,1695928952
362,tondano,1.3038,124.9112,20.05,83,100,1.59,ID,1695928953
363,karratha,-20.7377,116.8463,27.4,32,44,4.06,AU,1695928256
364,argo,37.6333,22.7333,20.99,77,15,2.02,GR,1695928953
365,cole harbour,44.6724,-63.4751,23.31,53,75,3.6,CA,1695928954
366,katsuura,35.1333,140.3,25.58,75,23,7.43,JP,1695928362
